Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class,Date extracted,Family,Genus,Species
Caladenia melanema,"Ballerina Orchid, Ballerina Spider Orchid",Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,melanema
Caladenia orientalis,Eastern Spider Orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,orientalis
Caladenia ornata,Ornate Pink Fingers,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,ornata
Caladenia ovata,Kangaroo Island Spider-orchid,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,ovata
Caladenia pallida,"Rosy Spider Orchid, Pale Spider-orchid, Summer Spider-orchid",Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,pallida
Caladenia procera,Carbunup King Spider Orchid,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,procera
Caladenia pumila,Dwarf Spider-orchid,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,pumila
Caladenia richardsiorum,Little Dip Spider-orchid,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,richardsiorum
Caladenia rigida,Stiff White Spider-orchid,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,rigida
Caladenia robinsonii,Frankston Spider-orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,robinsonii
Caladenia rosella,"Rosella Spider-orchid, Little Pink Spider-orchid",Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,rosella
Caladenia saggicola,Sagg Spider-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,saggicola
Caladenia sp. Kilsyth South (G.S.Lorimer 1253),Kilsyth South Spider-orchid,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,sp. Kilsyth South (G.S.Lorimer 1253)
Caladenia sylvicola,Forest Fingers,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,sylvicola
Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,tensa
Caladenia tessellata,"Thick-lipped Spider-orchid, Daddy Long-legs",Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,tessellata
Caladenia thysanochila,Fringed Spider-orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,thysanochila
Caladenia tonellii,Robust Fingers,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,tonellii
Caladenia versicolor,Candy Spider-orchid,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,versicolor
Caladenia viridescens,Dunsborough Spider-orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,viridescens
Caladenia wanosa,Kalbarri Spider-orchid,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,wanosa
Caladenia williamsiae,Williams Spider Orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,williamsiae
Caladenia winfieldii,Majestic Spider-orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,winfieldii
Caladenia woolcockiorum,Woolcock's Spider-orchid,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,woolcockiorum
Caladenia xanthochila,Yellow-lip Spider-orchid,Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,xanthochila
Caladenia xantholeuca,"White Rabbits, Flinders Ranges White Caladenia",Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Caladenia,xantholeuca
Calamanthus pyrrhopygius parkeri,Chestnut-rumped Heathwren (Mt Lofty Ranges),Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Acanthizidae,Calamanthus,pyrrhopygius
Calectasia cyanea,Blue Tinsel Lily,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Dasypogonaceae,Calectasia,cyanea
Calectasia elegans,Elegant Tinsel Lily,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Dasypogonaceae,Calectasia,elegans
Calectasia pignattiana,Stilted Tinsel Lily,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Dasypogonaceae,Calectasia,pignattiana
Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Scolopacidae,Calidris,acuminata
Calidris canutus,"Red Knot, Knot",Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Scolopacidae,Calidris,canutus
Calidris ferruginea,Curlew Sandpiper,Critically Endangered,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Scolopacidae,Calidris,ferruginea
Calidris tenuirostris,Great Knot,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Scolopacidae,Calidris,tenuirostris
Callistemon forresterae,Forrester's Bottlebrush,Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Callistemon,forresterae
Callistemon kenmorrisonii,Betka Bottlebrush,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Callistemon,kenmorrisonii
Callistemon megalongensis,Megalong Valley Bottlebrush,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Callistemon,megalongensis
Callistemon pungens,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Callistemon,pungens
Callistemon purpurascens,a bottlebrush,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Callistemon,purpurascens
Callistemon wimmerensis,Wimmera Bottlebrush,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Callistemon,wimmerensis
Callitris oblonga subsp. corangensis,Corang Pine,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Pinatae,2026-Feb-06,Cupressaceae,Callitris,oblonga
Callitris oblonga subsp. oblonga,South Esk Pine,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Pinatae,2026-Feb-06,Cupressaceae,Callitris,oblonga
Callitris oblonga subsp. parva,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Pinatae,2026-Feb-06,Cupressaceae,Callitris,oblonga
Callocephalon fimbriatum,Gang-gang Cockatoo,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Aves,2026-Feb-06,Cacatuidae,Callocephalon,fimbriatum
Calochilus cupreus,Copper Beard Orchid,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Calochilus,cupreus
Calochilus psednus,Cardwell Beard Orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Calochilus,psednus
Calochilus pulchellus,"Pretty Beard Orchid, Pretty Beard-orchid",Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Calochilus,pulchellus
Calochilus richiae,Bald-tip Beard-orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Calochilus,richiae
Calophyllum bicolor,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Clusiaceae,Calophyllum,bicolor
Caloprymnus campestris,Desert Rat-kangaroo,Extinct,-,-,-,Yes,Yes,-,-,-,Animalia,Mammalia,2026-Feb-06,Potoroidae,Caloprymnus,campestris
Calotis glandulosa,Mauve Burr-daisy,Vulnerable,Yes,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Calotis,glandulosa
Calotis moorei,Moore's Burr-daisy,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Calotis,moorei
Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Aves,2026-Feb-06,Cacatuidae,Calyptorhynchus,banksii
Calyptorhynchus banksii naso,"Forest Red-tailed Black-Cockatoo, Karrak",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Cacatuidae,Calyptorhynchus,banksii
Calyptorhynchus baudinii,"Baudin's Cockatoo, Long-billed Black-Cockatoo",Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Cacatuidae,Calyptorhynchus,baudinii
Calyptorhynchus lathami halmaturinus,"Kangaroo Island Glossy Black-Cockatoo, Glossy Black-Cockatoo (South Australian)",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Cacatuidae,Calyptorhynchus,lathami
Calyptorhynchus lathami lathami,South-eastern Glossy Black-Cockatoo,Vulnerable,Yes,Yes,-,Yes,-,-,Yes,-,Animalia,Aves,2026-Feb-06,Cacatuidae,Calyptorhynchus,lathami
Calyptorhynchus latirostris,"Carnaby's Cockatoo,  Short-billed Black-Cockatoo",Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Cacatuidae,Calyptorhynchus,latirostris
Calystegia affinis,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Convolvulaceae,Calystegia,affinis
Calytrix breviseta subsp. breviseta,Swamp Starflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Calytrix,breviseta
Calytrix gurulmundensis,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Calytrix,gurulmundensis
Canarium acutifolium,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Burseraceae,Canarium,acutifolium
Capparis thozetiana,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Capparaceae,Capparis,thozetiana
Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),Critically Endangered,-,Yes,-,Yes,-,-,Yes,-,Animalia,Chondrichthyes,2026-Feb-06,Carcharhinidae,Carcharias,taurus
Carcharias taurus (west coast population),Grey Nurse Shark (west coast population),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Chondrichthyes,2026-Feb-06,Carcharhinidae,Carcharias,taurus
Carcharodon carcharias,"White Shark, Great White Shark",Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Chondrichthyes,2026-Feb-06,Lamnidae,Carcharodon,carcharias
Caretta caretta,Loggerhead Turtle,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Reptilia,2026-Feb-06,Cheloniidae,Caretta,caretta
Carettochelys insculpta,"Pig-nosed Turtle, Pitted Shell Turtle",Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Carettochelydidae,Carettochelys,insculpta
Carinascincus greeni,"Alpine Cool-skink, Northern Snow Skink",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Carinascincus,greeni
Carinascincus microlepidotus,"Boulder Cool-skink, Southern Snow Skink",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Carinascincus,microlepidotus
Carinascincus orocryptus,"Heath Cool-skink, Mountain Skink",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Carinascincus,orocryptus
Carinascincus palfreymani,"Pedra Branca Skink,  Pedra Branca Cool-skink, Red-throated Skink",Critically Endangered,-,-,-,-,-,Yes,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Carinascincus,palfreymani
Carronia pedicellata,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Menispermaceae,Carronia,pedicellata
Cassinia heleniae,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Cassinia,heleniae
Cassinia rugata,"Wrinkled Cassinia, Wrinkled Dollybush",Vulnerable,-,-,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Cassinia,rugata
Cassinia tegulata,Avenue Cassinia,Critically Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Cassinia,tegulata
Cassinia theodorii,Kaputar Cassinia,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Cassinia,theodorii
Casuarius casuarius johnsonii,"Southern Cassowary, Australian Cassowary, Double-wattled Cassowary",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Aves,2026-Feb-06,Casuariidae,Casuarius,casuarius
Centrolepis pedderensis,"Pedder Centrolepis, Pedder Bristlewort",Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Centrolepidaceae,Centrolepis,pedderensis
Centrophorus harrissoni,"Harrisson's Dogfish, Endeavour Dogfish, Dumb Gulper Shark, Harrison's Deepsea Dogfish",Conservation Dependent,-,-,-,-,-,-,-,-,Animalia,Chondrichthyes,2026-Feb-06,Centrophoridae,Centrophorus,harrissoni
Centrophorus uyato,Little Gulper Shark,Conservation Dependent,-,Yes,-,-,Yes,Yes,Yes,Yes,Animalia,Chondrichthyes,2026-Feb-06,Centrophoridae,Centrophorus,uyato
Cepobaculum carronii,an orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Cepobaculum,carronii
Cereopsis novaehollandiae grisea,"Cape Barren Goose (south-western), Recherche Cape Barren Goose",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Anatidae,Cereopsis,novaehollandiae
Ceyx azureus diemenensis,Tasmanian Azure Kingfisher,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Aves,2026-Feb-06,Alcedinidae,Ceyx,azureus
Chaeropus ecaudatus,"Pig-footed Bandicoot, Kanjilpa, Wilalya",Extinct,-,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Mammalia,2026-Feb-06,Peramelidae,Chaeropus,ecaudatus
Chaeropus yirratji,"Yirratji, Northern Pig-footed Bandicoot",Extinct,-,-,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Peramelidae,Chaeropus,yirratji
Chalcophaps indica natalis,"Christmas Island Emerald Dove, Emerald Dove (Christmas Island)",Endangered,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Columbidae,Chalcophaps,indica
Chalinolobus dwyeri,"Large-eared Pied Bat, Large Pied Bat",Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Vespertilionidae,Chalinolobus,dwyeri
Chamelaucium sp. Cataby (G.J.Keighery 11009),Griffin's Waxflower,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Chamelaucium,sp. Cataby (G.J.Keighery 11009)
Chamelaucium sp. Gingin (N.G.Marchant 6),Gingin Wax,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Chamelaucium,sp. Gingin (N.G.Marchant 6)
Chamelaucium sp. S coastal plain (R.D.Royce 4872),Royce's Waxflower,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Chamelaucium,sp. S coastal plain (R.D.Royce 4872)
Charadrius leschenaultii,"Greater Sand Plover, Large Sand Plover",Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Charadriidae,Charadrius,leschenaultii
Charadrius mongolus,"Lesser Sand Plover, Mongolian Plover",Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Charadriidae,Charadrius,mongolus
Cheiranthera volubilis,Twining Finger-flower,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Pittosporaceae,Cheiranthera,volubilis
Chelonia mydas,Green Turtle,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Reptilia,2026-Feb-06,Cheloniidae,Chelonia,mydas
Cherax robustus,Sand Yabby,Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Malacostraca,2026-Feb-06,Parastacidae,Cherax,robustus
Cherax tenuimanus,"Hairy Marron, Margaret River Hairy Marron, Margaret River Marron",Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Malacostraca,2026-Feb-06,Parastacidae,Cherax,tenuimanus
Chiloglottis anaticeps,Duck's-head Wasp-orchid,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Chiloglottis,anaticeps
Chingia australis,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Thelypteridaceae,Chingia,australis
Chlamydogobius gloveri,Dalhousie Goby,Critically Endangered,-,-,-,-,Yes,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Gobiidae,Chlamydogobius,gloveri
Chlamydogobius micropterus,Elizabeth Springs Goby,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Gobiidae,Chlamydogobius,micropterus
Chlamydogobius squamigenus,Edgbaston Goby,Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Gobiidae,Chlamydogobius,squamigenus
Chordifex abortivus,Manypeaks Rush,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Restionaceae,Chordifex,abortivus
Choretrum spicatum subsp. spicatum,Spiked Sour-bush,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Santalaceae,Choretrum,spicatum
Chorizema humile,Prostrate Flame Pea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Chorizema,humile
Chorizema varium,Limestone Pea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Chorizema,varium
Christinus guentheri,"Lord Howe Island Gecko, Lord Howe Island Southern Gecko",Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Gekkonidae,Christinus,guentheri
Cinclosoma punctatum anachoreta,"Mt Lofty Ranges Spotted Quail-thrush, Spotted Quail-thrush (Mt Lofty Ranges)",Critically Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Cinclosomatidae,Cinclosoma,punctatum
Clausena excavata,-,Critically Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Clausena,excavata
Clematis dubia,"a creeper, Clematis",Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Ranunculaceae,Clematis,dubia
Clematis fawcettii,Stream Clematis,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Ranunculaceae,Clematis,fawcettii
Climacteris picumnus victoriae,Brown Treecreeper (south-eastern),Vulnerable,Yes,Yes,-,Yes,-,-,Yes,-,Animalia,Aves,2026-Feb-06,Climacteridae,Climacteris,picumnus
Codonocarpus pyramidalis,"Slender Bell-fruit, Camel Poison",Vulnerable,-,Yes,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Gyrostemonaceae,Codonocarpus,pyramidalis
Coeranoscincus reticulatus,Three-toed Snake-tooth Skink,Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Coeranoscincus,reticulatus
Coleanthera virgata,Hidden Coleanthera,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Epacridaceae,Coleanthera,virgata
Coleus insularis,Millmerran Mint Bush,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Lamiaceae,Coleus,insularis
Colobanthus curtisiae,Curtis' Colobanth,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Caryophyllaceae,Colobanthus,curtisiae
Columba vitiensis godmanae,"Lord Howe White-throated Pigeon, White-throated Pigeon (Lord Howe Island)",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Columbidae,Columba,vitiensis
Comesperma oblongatum,Byfield Matchstick,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Polygalaceae,Comesperma,oblongatum
Commersonia apella,Many-flowered Commersonia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Commersonia,apella
Commersonia erythrogyna,Trigwell's Rulingia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Commersonia,erythrogyna
Commersonia prostrata,Dwarf Kerrawang,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Commersonia,prostrata
Conilurus albipes,"White-footed Rabbit-rat, Parroo, White-footed Tree-rat",Extinct,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia,2026-Feb-06,Muridae,Conilurus,albipes
Conilurus capricornensis,Capricorn Rabbit-rat,Extinct,-,-,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Muridae,Conilurus,capricornensis
Conilurus penicillatus,"Brush-tailed Rabbit-rat, Brush-tailed Tree-rat, Pakooma",Vulnerable,-,-,Yes,Yes,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Muridae,Conilurus,penicillatus
Conospermum densiflorum subsp. unicephalatum,One-headed Smokebush,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Conospermum,densiflorum
Conospermum galeatum,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Conospermum,galeatum
Conospermum hookeri,Variable Smoke-bush,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Conospermum,hookeri
Conospermum quadripetalum,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Conospermum,quadripetalum
Conospermum undulatum,Wavy-leaved Smokebush,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Conospermum,undulatum
Conostylis dielsii subsp. teres,Irwin's Conostylis,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,dielsii
Conostylis drummondii,Drummond's Conostylis,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,drummondii
Conostylis lepidospermoides,Sedge Conostylis,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,lepidospermoides
Conostylis micrantha,Small-flowered Conostylis,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,micrantha
Conostylis misera,Grass Conostylis,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,misera
Conostylis rogeri,"Kulin Conostylis, Single-flowered Conostylis",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,rogeri
Conostylis seorsiflora subsp. trichophylla,Hairy Mat Conostylis,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,seorsiflora
Conostylis setigera subsp. dasys,Boscabel Conostylis,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,setigera
Conostylis wonganensis,Wongan Conostylis,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Conostylis,wonganensis
Coopernookia georgei,Mauve Coopernookia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Goodeniaceae,Coopernookia,georgei
Coopernookia scabridiuscula,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Goodeniaceae,Coopernookia,scabridiuscula
Cophixalus aenigma,Tapping Nursery-frog,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Microhylidae,Cophixalus,aenigma
Cophixalus concinnus,Elegant Frog,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Microhylidae,Cophixalus,concinnus
Cophixalus hosmeri,"Hosmer's Frog, Rattling Nursery-frog",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Microhylidae,Cophixalus,hosmeri
Cophixalus mcdonaldi,"McDonald's Frog, Mt Elliot Nursery-frog",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Microhylidae,Cophixalus,mcdonaldi
Cophixalus monticola,Mountain-top Nursery-frog,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Microhylidae,Cophixalus,monticola
Cophixalus neglectus,"Neglected Frog, Bellenden Ker Nursery-frog",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Microhylidae,Cophixalus,neglectus
Coprosma baueri,Coastal Coprosma,Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rubiaceae,Coprosma,baueri
