Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class,Date extracted,Family,Genus,Species
Coprosma pilosa,Mountain Coprosma,Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rubiaceae,Coprosma,pilosa
Corchorus cunninghamii,Native Jute,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Tiliaceae,Corchorus,cunninghamii
Cordyline obtecta,Ti,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Agavaceae,Cordyline,obtecta
Cormodes darwini,a beetle,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Insecta,2026-Feb-06,Cleridae,Cormodes,darwini
Corokia whiteana,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Argophyllaceae,Corokia,whiteana
Correa baeuerlenii,Chef's Cap,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Correa,baeuerlenii
Correa calycina,Hindmarsh Correa,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Correa,calycina
Correa eburnea,Deep Creek Correa,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Correa,eburnea
Correa lawrenceana var. genoensis,Genoa River Correa,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Correa,lawrenceana
Corunastylis brachystachya,"Short-spiked Midge-orchid, Rocky Cape Midge Orchid",Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corunastylis,brachystachya
Corunastylis ectopa,"Brindabella Midge-orchid, Ectopic Midge-orchid",Critically Endangered,Yes,-,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corunastylis,ectopa
Corunastylis firthii,Firth's Midge-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corunastylis,firthii
Corunastylis insignis,"Wyong Midge Orchid 1, Variable Midge Orchid 1",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corunastylis,insignis
Corunastylis littoralis,Tuncurry Midge Orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corunastylis,littoralis
Corunastylis sp. Charmhaven (NSW 896673),Wyong Midge Orchid 2,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corunastylis,sp. Charmhaven (NSW 896673)
Corybas dentatus,"Toothed Helmet-orchid, Finniss Helmet-orchid",Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corybas,dentatus
Corybas montanus,Small Helmet-orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corybas,montanus
Corybas sulcatus,Grooved Helmet-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Corybas,sulcatus
Corymbia clandestina,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Corymbia,clandestina
Corymbia leptoloma,Yellowjacket,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Corymbia,leptoloma
Corymbia rhodops,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Corymbia,rhodops
Corymbia xanthope,Glen Geddes Bloodwood,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Corymbia,xanthope
Corynocarpus rupestris subsp. rupestris,Glenugie Karaka,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Corynocarpaceae,Corynocarpus,rupestris
Cossinia australiana,Cossinia,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Cossinia,australiana
Craspedia preminghana,Preminghana Billybutton,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Craspedia,preminghana
Craterocephalus dalhousiensis,Dalhousie Hardyhead,Critically Endangered,-,-,-,-,Yes,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Atherinidae,Craterocephalus,dalhousiensis
Craterocephalus fluviatilis,Murray Hardyhead,Endangered,-,Yes,-,-,Yes,-,Yes,-,Animalia,Actinopterygii,2026-Feb-06,Atherinidae,Craterocephalus,fluviatilis
Crepidium lawleri,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Crepidium,lawleri
Crinia sloanei,Sloane's Froglet,Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Crinia,sloanei
Crocidura trichura,Christmas Island Shrew,Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Soricidae,Crocidura,trichura
Croton mamillatus,Bahrs Scrub Croton,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Croton,mamillatus
Cryptoblepharus egeriae,"Christmas Island Blue-tailed Skink, Blue-tailed Snake-eyed Skink",Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Cryptoblepharus,egeriae
Cryptoblepharus gurrmul,Arafura Snake-eyed Skink,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Cryptoblepharus,gurrmul
Cryptocarya foetida,"Stinking Cryptocarya, Stinking Laurel",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Lauraceae,Cryptocarya,foetida
Cryptostylis hunteriana,Leafless Tongue-orchid,Vulnerable,-,Yes,-,Yes,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Cryptostylis,hunteriana
Ctenophorus yinnietharra,Yinnietharra Rock-Dragon,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Reptilia,2026-Feb-06,Agamidae,Ctenophorus,yinnietharra
Ctenopterella blechnoides,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Grammitidaceae,Ctenopterella,blechnoides
Ctenotus lancelini,Lancelin Island Skink,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Reptilia,2026-Feb-06,Scincidae,Ctenotus,lancelini
Ctenotus serotinus,Gravel Downs Ctenotus,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Ctenotus,serotinus
Ctenotus zastictus,Hamelin Ctenotus,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Reptilia,2026-Feb-06,Scincidae,Ctenotus,zastictus
Cupaniopsis shirleyana,Wedge-leaf Tuckeroo,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Cupaniopsis,shirleyana
Cupaniopsis tomentella,Boonah Tuckeroo,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Cupaniopsis,tomentella
Cyanoramphus cookii,"Norfolk Island Green Parrot, Tasman Parakeet, Norfolk Island Parakeet",Endangered,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Psittacidae,Cyanoramphus,cookii
Cyanoramphus novaezelandiae erythrotis,"Macquarie Island Red-fronted Parakeet, Red-crowned Parakeet (Macquarie Island)",Extinct,-,-,-,-,-,Yes,-,-,Animalia,Aves,2026-Feb-06,Psittacidae,Cyanoramphus,novaezelandiae
Cyanoramphus novaezelandiae subflavescens,"Lord Howe Tasman Parakeet, Red-crowned Parakeet (Lord Howe Island)",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Psittacidae,Cyanoramphus,novaezelandiae
Cyathea exilis,a tree-fern,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Cyatheaceae,Cyathea,exilis
Cycas cairnsiana,a cycad,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae,2026-Feb-06,Cycadaceae,Cycas,cairnsiana
Cycas megacarpa,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae,2026-Feb-06,Cycadaceae,Cycas,megacarpa
Cycas ophiolitica,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae,2026-Feb-06,Cycadaceae,Cycas,ophiolitica
Cycas platyphylla,a cycad,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae,2026-Feb-06,Cycadaceae,Cycas,platyphylla
Cycas silvestris,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Cycadatae,2026-Feb-06,Cycadaceae,Cycas,silvestris
Cyclodomorphus praealtus,Alpine She-oak Skink,Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Cyclodomorphus,praealtus
Cyclophyllum costatum,a shrub,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rubiaceae,Cyclophyllum,costatum
Cyclopsitta diophthalma coxeni,Coxen's Fig-Parrot,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Aves,2026-Feb-06,Psittacidae,Cyclopsitta,diophthalma
Cynanchum elegans,White-flowered Wax Plant,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Apocynaceae,Cynanchum,elegans
Cyperus cephalotes,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Cyperaceae,Cyperus,cephalotes
Cyperus semifertilis,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Cyperaceae,Cyperus,semifertilis
Cyphanthera scabrella,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Cyphanthera,scabrella
Cyrtodactylus sadleiri,Christmas Island Giant Gecko,Endangered,-,-,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Gekkonidae,Cyrtodactylus,sadleiri
Danhatchia copelandii,Bonville Leafless Orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Danhatchia,copelandii
Daphnandra johnsonii,Illawarra Socketwood,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Monimiaceae,Daphnandra,johnsonii
Darwinia acerosa,Fine-leaved Darwinia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,acerosa
Darwinia apiculata,Scarp Darwinia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Darwinia,apiculata
Darwinia biflora,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,biflora
Darwinia carnea,"Mogumber Bell, Narrogin Bell",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,carnea
Darwinia chapmaniana,Chapman's Bell,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,chapmaniana
Darwinia collina,Yellow Mountain Bell,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,collina
Darwinia ferricola,Scott River Darwinia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,ferricola
Darwinia foetida,Muchea Bell,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,foetida
Darwinia masonii,Mason's Darwinia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,masonii
Darwinia meeboldii,Cranbrook Bell,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,meeboldii
Darwinia nubigena,"Success Bell, Red Mountain Bell",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,nubigena
Darwinia oxylepis,Gillam's Bell,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,oxylepis
Darwinia polychroma,Harlequin Bell,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,polychroma
Darwinia squarrosa,"Fringed Mountain Bell, Pink Mountain Bell",Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,squarrosa
Darwinia whicherensis,Abba Bell,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,whicherensis
Darwinia wittwerorum,Wittwer's Mountain Bell,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Darwinia,wittwerorum
Dasymalla axillaris,Native Foxglove,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Lamiaceae,Dasymalla,axillaris
Dasyornis brachypterus,Eastern Bristlebird,Endangered,-,Yes,-,Yes,-,-,Yes,-,Animalia,Aves,2026-Feb-06,Dasyornithidae,Dasyornis,brachypterus
Dasyornis broadbenti litoralis,"Rufous Bristlebird (western), South-western Rufous Bristlebird",Extinct,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Dasyornithidae,Dasyornis,broadbenti
Dasyornis longirostris,Western Bristlebird,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Dasyornithidae,Dasyornis,longirostris
Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat",Endangered,-,-,Yes,Yes,Yes,-,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Dasyuroides,byrnei
Dasyurus geoffroii,"Chuditch, Western Quoll",Vulnerable,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Dasyurus,geoffroii
Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",Endangered,-,-,Yes,Yes,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Dasyurus,hallucatus
Dasyurus maculatus gracilis,"Spotted-tailed Quoll (North Queensland), Yarri",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Dasyurus,maculatus
Dasyurus maculatus maculatus (SE mainland population),"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",Endangered,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Dasyurus,maculatus
Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Dasyurus,maculatus
Dasyurus viverrinus,"Eastern Quoll, Luaner",Endangered,Yes,Yes,-,-,Yes,Yes,Yes,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Dasyurus,viverrinus
Davidsonia jerseyana,Davidson's Plum,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Cunoniaceae,Davidsonia,jerseyana
Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Cunoniaceae,Davidsonia,johnsonii
Daviesia bursarioides,Three Springs Daviesia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,bursarioides
Daviesia cunderdin,Cunderdin Daviesia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,cunderdin
Daviesia dielsii,Diels' Daviesia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,dielsii
Daviesia discolor,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,discolor
Daviesia elongata subsp. elongata,Long-leaved Daviesia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,elongata
Daviesia euphorbioides,Wongan Cactus,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,euphorbioides
Daviesia glossosema,Maroon-flowered Daviesia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,glossosema
Daviesia laevis,Grampians Bitter-pea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,laevis
Daviesia megacalyx,Long-sepalled Daviesia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,megacalyx
Daviesia microcarpa,Norseman Pea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,microcarpa
Daviesia obovata,Paddle-leaf Daviesia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,obovata
Daviesia ovata,Broad-leaf Daviesia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,ovata
Daviesia pseudaphylla,Stirling Range Daviesia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,pseudaphylla
Daviesia speciosa,Beautiful Daviesia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Daviesia,speciosa
Decaspermum struckoilicum,Struck Oil Myrtle,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Decaspermum,struckoilicum
Delma impar,"Striped Legless Lizard, Striped Snake-lizard",Vulnerable,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Reptilia,2026-Feb-06,Pygopodidae,Delma,impar
Delma mitella,"Atherton Delma, Legless Lizard",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Pygopodidae,Delma,mitella
Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Pygopodidae,Delma,torquata
Delma vescolineata,Hunter Valley Delma,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Pygopodidae,Delma,vescolineata
Dendrobium antennatum,Antelope Orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dendrobium,antennatum
Dendrobium bigibbum,Cooktown Orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dendrobium,bigibbum
Dendrobium brachypus,Norfolk Island Orchid,Endangered,-,-,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dendrobium,brachypus
Dendrobium johannis,Chocolate Tea Tree Orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dendrobium,johannis
Dendrobium mirbelianum,"Dark-stemmed Antler Orchid, Mangrove Orchid",Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dendrobium,mirbelianum
Dendrobium nindii,an orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dendrobium,nindii
Dendronephthya australis,Cauliflower Soft Coral,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Anthozoa,2026-Feb-06,Nephtheidae,Dendronephthya,australis
Denhamia megacarpa,Large-fruited Denhamia,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Celastraceae,Denhamia,megacarpa
Denhamia parvifolia,Small-leaved Denhamia,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Celastraceae,Denhamia,parvifolia
Denisonia maculata,Ornamental Snake,Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Elapidae,Denisonia,maculata
Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Reptilia,2026-Feb-06,Dermochelyidae,Dermochelys,coriacea
Desmodium acanthocladum,Thorny Pea,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Desmodium,acanthocladum
Deyeuxia appressa,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Deyeuxia,appressa
Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Poaceae,Deyeuxia,drummondii
Deyeuxia lawrencei,-,Extinct,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Deyeuxia,lawrencei
Deyeuxia pungens,Narrow-leaf Bent-grass,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Deyeuxia,pungens
Deyeuxia ramosa,Climbing Bent-grass,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Deyeuxia,ramosa
Deyeuxia talariata,Skirted Bent-grass,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Deyeuxia,talariata
Dianella amoena,Matted Flax-lily,Endangered,-,-,-,-,-,Yes,Yes,-,Plantae,Liliopsida,2026-Feb-06,Phormiaceae,Dianella,amoena
Dichanthium queenslandicum,King Blue-grass,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Dichanthium,queenslandicum
Dichanthium setosum,bluegrass,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Dichanthium,setosum
Didymoglossum exiguum,-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Hymenophyllaceae,Didymoglossum,exiguum
Dillwynia rupestris,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Dillwynia,rupestris
Diomedea amsterdamensis,Amsterdam Albatross,Endangered,-,Yes,-,-,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Diomedea,amsterdamensis
Diomedea antipodensis,Antipodean Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Diomedea,antipodensis
Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,-,Yes,-,Yes,-,Yes,Yes,-,Animalia,Aves,2026-Feb-06,Diomedeidae,Diomedea,antipodensis
Diomedea dabbenena,Tristan Albatross,Endangered,-,-,-,-,Yes,-,-,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Diomedea,dabbenena
Diomedea epomophora,Southern Royal Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Diomedea,epomophora
Diomedea exulans,Wandering Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Diomedea,exulans
Diomedea sanfordi,Northern Royal Albatross,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Diomedea,sanfordi
Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Ebenaceae,Diospyros,mabacea
Diplazium cordifolium,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Athyriaceae,Diplazium,cordifolium
Diplazium pallidum,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Athyriaceae,Diplazium,pallidum
Diploglottis campbellii,Small-leaved Tamarind,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Diploglottis,campbellii
Diplolaena andrewsii,-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Diplolaena,andrewsii
Dipodium campanulatum,Bell Flower Hyacinth Orchid,Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dipodium,campanulatum
Dipodium pictum,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Dipodium,pictum
Dischidia litoralis,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asclepiadaceae,Dischidia,litoralis
Diuris aequalis,Buttercup Doubletail,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Diuris,aequalis
Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Diuris,basaltica
Diuris bracteata,-,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Diuris,bracteata
Diuris drummondii,Tall Donkey Orchid,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Diuris,drummondii
Diuris eborensis,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Diuris,eborensis
Diuris flavescens,"Pale Yellow Doubletail, Wingham Doubletail",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Diuris,flavescens
Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Diuris,fragrantissima
